,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
2236,39521674,EKET,Cabinets & cupboards,SR775,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-multicolour-grey-green-s39521674/,Yes,"Wall-mounted storage combination, multicolour/grey-green",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-multicolour-grey-green__1219341_pe913422_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-multicolour-grey-green__1238047_pe918272_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-multicolour-grey-green__1281792_pe931976_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-multicolour-grey-green__1237385_pe917950_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-multicolour-grey-green__0631833_pe695225_s5.jpg?f=s,
1052,442654,EKOLSUND,Armchairs & chaise longues,SR395,No old price,TRUE,https://www.ikea.com/sa/en/p/ekolsund-cover-for-recliner-gunnared-dark-grey-00442654/,No,"Cover for recliner, Gunnared dark grey",Anna Palleschitz,64,45,54,https://www.ikea.com/sa/en/images/products/ekolsund-cover-for-recliner-gunnared-dark-grey__0709891_pe727153_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-cover-for-recliner-gunnared-dark-grey__0709885_pe727145_s5.jpg?f=s,
3838,9297186,EKOLSUND,Armchairs & chaise longues,"SR1,895",No old price,TRUE,https://www.ikea.com/sa/en/p/ekolsund-recliner-gunnared-dark-grey-s09297186/,No,"Recliner, Gunnared dark grey",Anna Palleschitz,,,,https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0709891_pe727153_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0779001_ph163114_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0779002_ph163113_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0779004_ph163111_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0709892_pe727154_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__0709893_pe727155_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekolsund-recliner-gunnared-dark-grey__1196302_pe902882_s5.jpg?f=s,
1132,39509016,EKTORP,Sofas,"SR1,795",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-2-seat-sofa-hakebo-grey-green-s39509016/,Yes,"2-seat sofa, Hakebo grey-green",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__1194829_pe902078_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__1194828_pe902077_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__1194826_pe902076_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__1194827_pe902087_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-hakebo-grey-green__0733157_pe738875_s5.jpg?f=s,
1134,79509019,EKTORP,Sofas,"SR2,095",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-2-seat-sofa-karlshov-beige-multicolour-s79509019/,Yes,"2-seat sofa, Karlshov beige/multicolour",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__1194837_pe902083_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__1194836_pe902082_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__1194834_pe902089_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__1194835_pe902090_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__0733157_pe738875_s5.jpg?f=s,
1168,99509004,EKTORP,Sofas,"SR2,395",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-3-seat-sofa-karlshov-beige-multicolour-s99509004/,Yes,"3-seat sofa, Karlshov beige/multicolour",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__1194859_pe902109_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__1194858_pe902108_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__1194834_pe902089_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__1194835_pe902090_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__0733160_pe738876_s5.jpg?f=s,
772,29509007,EKTORP,Sofas,"SR2,195",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-3-seat-sofa-kilanda-dark-blue-s29509007/,Yes,"3-seat sofa, Kilanda dark blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__1194843_pe902111_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__1194842_pe902092_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__1194822_pe902072_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__1194823_pe902091_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__0733160_pe738876_s5.jpg?f=s,
3872,69319883,EKTORP,Armchairs & chaise longues,"SR1,525",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-armchair-hallarp-beige-s69319883/,Yes,"Armchair, Hallarp beige",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__0818468_pe774420_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__0818470_pe774427_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__0818469_pe774426_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__0934663_pe792484_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__0937794_pe793849_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-beige__1144353_pe881795_s5.jpg?f=s,
4417,19319885,EKTORP,Armchairs & chaise longues,"SR1,525",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-armchair-hallarp-grey-s19319885/,Yes,"Armchair, Hallarp grey",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__0818467_pe774418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__0818466_pe774425_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__1059106_ph174186_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__0818465_pe774424_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__0934664_pe792485_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__0937795_pe793850_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-armchair-hallarp-grey__1144353_pe881795_s5.jpg?f=s,
1146,59508983,EKTORP,Sofas,"SR4,595",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-corner-sofa-4-seat-hakebo-grey-green-s59508983/,Yes,"Corner sofa, 4-seat, Hakebo grey-green",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__1194815_pe902065_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__1194814_pe902064_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__1194826_pe902076_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__1194827_pe902087_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-hakebo-grey-green__0733167_pe738878_s5.jpg?f=s,
4549,10565277,EKTORP,Armchairs & chaise longues,SR345,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-2-seat-sofa-hakebo-grey-green-10565277/,Yes,"Cover for 2-seat sofa, Hakebo grey-green",IKEA of Sweden,57,11,37,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-hakebo-grey-green__1194829_pe902078_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-hakebo-grey-green__1194797_pe902056_s5.jpg?f=s,
4556,10565362,EKTORP,Armchairs & chaise longues,SR645,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-2-seat-sofa-karlshov-beige-multicolour-10565362/,Yes,"Cover for 2-seat sofa, Karlshov beige/multicolour",Unknown,57,8,38,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-karlshov-beige-multicolour__1194837_pe902083_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-karlshov-beige-multicolour__1194799_pe902060_s5.jpg?f=s,
4550,10565357,EKTORP,Armchairs & chaise longues,SR445,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-2-seat-sofa-kilanda-light-beige-10565357/,Yes,"Cover for 2-seat sofa, Kilanda light beige",IKEA of Sweden,57,9,38,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-kilanda-light-beige__1194833_pe902081_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-2-seat-sofa-kilanda-light-beige__1194798_pe902057_s5.jpg?f=s,
1171,20565205,EKTORP,Armchairs & chaise longues,SR345,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-hakebo-dark-grey-20565205/,Yes,"Cover for 3-seat sofa, Hakebo dark grey",IKEA of Sweden,57,13,37,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-dark-grey__1194847_pe902097_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-dark-grey__1194800_pe902059_s5.jpg?f=s,
1170,565211,EKTORP,Armchairs & chaise longues,SR395,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-hakebo-grey-green-00565211/,Yes,"Cover for 3-seat sofa, Hakebo grey-green",IKEA of Sweden,57,13,37,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-grey-green__1194851_pe902101_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-grey-green__1194797_pe902056_s5.jpg?f=s,
1173,565268,EKTORP,Armchairs & chaise longues,SR695,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-karlshov-beige-multicolour-00565268/,Yes,"Cover for 3-seat sofa, Karlshov beige/multicolour",Unknown,57,11,38,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-karlshov-beige-multicolour__1194859_pe902109_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-karlshov-beige-multicolour__1194799_pe902060_s5.jpg?f=s,
1172,10565215,EKTORP,Armchairs & chaise longues,SR495,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-kilanda-dark-blue-10565215/,Yes,"Cover for 3-seat sofa, Kilanda dark blue",IKEA of Sweden,57,11,38,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-kilanda-dark-blue__1194843_pe902111_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-kilanda-dark-blue__1194801_pe902058_s5.jpg?f=s,
865,20472372,EKTORP,Armchairs & chaise longues,SR745,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-virestad-red-white-20472372/,No,"Cover for 3-seat sofa, Virestad red/white",IKEA of Sweden,57,8,37,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-virestad-red-white__0818575_pe774491_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-virestad-red-white__0826818_pe776413_s5.jpg?f=s,
945,565862,EKTORP,Armchairs & chaise longues,SR945,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-corner-sofa-4-seat-hakebo-grey-green-00565862/,Yes,"Cover for corner sofa, 4-seat, Hakebo grey-green",IKEA of Sweden,75,18,37,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-corner-sofa-4-seat-hakebo-grey-green__1194815_pe902065_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-corner-sofa-4-seat-hakebo-grey-green__1194797_pe902056_s5.jpg?f=s,
4489,20472206,EKTORP,Armchairs & chaise longues,SR299,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-footstool-hallarp-grey-20472206/,Yes,"Cover for footstool, Hallarp grey",IKEA of Sweden,36,6,24,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-footstool-hallarp-grey__0818499_pe774441_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-footstool-hallarp-grey__0826814_pe776412_s5.jpg?f=s,
4485,60472191,EKTORP,Armchairs & chaise longues,SR229,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-footstool-remmarn-light-grey-60472191/,Yes,"Cover for footstool, Remmarn light grey",IKEA of Sweden,36,5,24,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-footstool-remmarn-light-grey__0818505_pe774447_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-footstool-remmarn-light-grey__0826815_pe776416_s5.jpg?f=s,
1705,10542115,ELDFLUGA,Beds,SR99,No old price,TRUE,https://www.ikea.com/sa/en/p/eldfluga-bed-tent-blue-green-10542115/,No,"Bed tent, blue/green,",L Ullenius/S Edholm,,80,90,https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1160648_pe889034_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1170350_pe892792_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1170351_pe892791_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1170349_pe892790_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1172095_pe893252_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1160646_pe889033_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eldfluga-bed-tent-blue-green__1172094_pe893253_s5.jpg?f=s,
2578,50474770,ELLOVEN,Tables & desks,SR139,No old price,TRUE,https://www.ikea.com/sa/en/p/elloven-monitor-stand-with-drawer-white-50474770/,No,"Monitor stand with drawer, white",Francis Cayouette,26,10,47,https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__0955984_pe804426_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__0964055_pe808855_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__0964058_pe808856_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__1021518_pe832168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__1016335_ph177675_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__1016336_pe830328_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-monitor-stand-with-drawer-white__0954939_pe803554_s5.jpg?f=s,
2740,70474769,ELLOVEN,Tables & desks,SR595,No old price,TRUE,https://www.ikea.com/sa/en/p/elloven-whiteboard-noticeboard-with-castors-white-70474769/,No,"Whiteboard/noticeboard with castors, white,",Francis Cayouette,,180,70,https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1023835_pe833303_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1110000_pe870329_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1190086_pe900081_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1191322_pe900616_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1191324_pe900617_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1160250_pe888825_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elloven-whiteboard-noticeboard-with-castors-white__1063547_ph176120_s5.jpg?f=s,
156,99157370,ELVARLI,Wardrobes,"SR2,075",No old price,TRUE,https://www.ikea.com/sa/en/p/elvarli-wardrobe-combination-white-s99157370/,No,"Wardrobe combination, white,",Ehlén Johansson,,,,https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0440396_pe592440_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__1265487_pe927709_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0757777_pe749412_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855603_pe595833_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855611_pe598788_s5.jpg?f=s,
240,79393071,ELVARLI,Wardrobes,"SR4,250",No old price,TRUE,https://www.ikea.com/sa/en/p/elvarli-wardrobe-combination-white-s79393071/,No,"Wardrobe combination, white,",Ehlén Johansson,,,,https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0926903_pe789592_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__1265488_pe927710_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0926908_pe789591_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0856655_pe603304_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855603_pe595833_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855611_pe598788_s5.jpg?f=s,
1684,69208093,ESPEVÄR,Beds,"SR1,825",No old price,TRUE,https://www.ikea.com/sa/en/p/espevaer-slatted-mattress-base-with-legs-white-s69208093/,No,"Slatted mattress base with legs, white,",IKEA of Sweden/Ola Wihlborg,,,,https://www.ikea.com/sa/en/images/products/espevaer-slatted-mattress-base-with-legs-white__0490863_pe624734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-slatted-mattress-base-with-legs-white__0859901_pe624755_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-slatted-mattress-base-with-legs-white__0858989_pe617019_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-slatted-mattress-base-with-legs-white__0731204_pe738081_s5.jpg?f=s,
1777,19489967,ESPEVÄR/VÅGSTRANDA,Beds,"SR3,820",No old price,TRUE,https://www.ikea.com/sa/en/p/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue-s19489967/,No,"Divan bed, white/extra firm light blue,",Unknown,,,,https://www.ikea.com/sa/en/images/products/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue__0929643_pe790355_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue__0905237_pe783083_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue__0636200_pe697714_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue__0905248_pe783087_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vagstranda-divan-bed-white-extra-firm-light-blue__0376298_pe553491_s5.jpg?f=s,
